raceId,driverId,lap,position_x,time,milliseconds,year,round,circuitId,name,position_y,grid,constructorId,statusId,status,code,Driver,LapNumber,Compound,TyreLife,FreshTyre,Stint,AirTemp,TrackTemp,Humidity,Pressure,Rainfall,WindSpeed,WindDirection
"1052","1","3","2",2:36.656,"156656","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"3",MEDIUM,6,"0",1,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","4","2",1:44.932,"104932","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"4",MEDIUM,7,"0",1,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","5","2",1:45.139,"105139","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"5",MEDIUM,8,"0",1,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","6","2",1:36.169,"96169","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"6",MEDIUM,9,"0",1,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","7","2",1:36.123,"96123","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"7",MEDIUM,10,"0",1,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","8","2",1:36.075,"96075","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"8",MEDIUM,11,"0",1,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","9","2",1:36.148,"96148","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"9",MEDIUM,12,"0",1,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","10","2",1:36.082,"96082","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"10",MEDIUM,13,"0",1,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","11","2",1:36.143,"96143","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"11",MEDIUM,14,"0",1,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","12","2",1:36.507,"96507","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"12",MEDIUM,15,"0",1,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","13","2",1:38.924,"98924","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"13",MEDIUM,16,"0",1,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","14","4",1:55.006,"115006","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"14",HARD,1,"1",2,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","15","3",1:34.057,"94057","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"15",HARD,2,"1",2,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","16","3",1:35.104,"95104","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"16",HARD,3,"1",2,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","17","2",1:35.099,"95099","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"17",HARD,4,"1",2,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","18","1",1:35.266,"95266","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"18",HARD,5,"1",2,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","19","1",1:35.346,"95346","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"19",HARD,6,"1",2,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","20","1",1:35.324,"95324","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"20",HARD,7,"1",2,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","21","1",1:35.837,"95837","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"21",HARD,8,"1",2,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","22","1",1:35.539,"95539","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"22",HARD,9,"1",2,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","23","1",1:35.219,"95219","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"23",HARD,10,"1",2,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","24","1",1:35.087,"95087","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"24",HARD,11,"1",2,20.5,27.6,54.6,1014.9,0,0.9,11
